,text,bin_toxicity,lang,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit,pred_toxicity,pred_insult,pred_obscene,pred_identity_attack,pred_threat,pred_severe_toxicity,pred_bin_toxicity
70,"It's ""decalogue.""",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018698152853175998,0.00020504735584836453,0.0002463756245560944,0.00014354866289068013,9.475554543314502e-05,9.505076741334051e-05,0
71,"Another great 'Vicky article'. Love them!
I grew up on a homestead in the Copper River Valley. Now that gets cold! I spent hours outdoors, skating, mushing dogs, getting wood, hunting, you name it. Never froze a single finger or toe or was even uncomfortable. The secret? Ahtna-made moose hide mukluks and mitts. No lie: 50 and 60 below and never got cold once. I put thick wool felt insoles in the mukluks and wore thinner mittens inside the moose-mitts and that did the trick. Hey, it worked for the Ahtna people for thousands of years. And if you want to keep your toes warm indoors all winter get a pair of moosehide moccasin slippers. The hand made ones with beaver fur around the tops.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003049155231565237,0.00026388009428046644,0.0003151651762891561,0.00019193060870748013,0.00011912452464457601,9.964191121980548e-05,0
72,"Scott, you have the right to send the State  as much of your money as you like.
You do NOT have the right, to that which belongs to others.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011218693107366562,0.00019366487686056644,0.0001655703381402418,0.00015843666915316135,0.00011528286268003285,0.00010171719623031095,0
73,"You need to thank Pelosi and Obama for government interference in the free market. This is merely transferring wealth from one person to another. This is necessary also to fund Medicaid expansion where a single able bodied person can choose NOT to work and get free health care. My suggestion to the Padgetts: just quit working and get free Medicaid, cell phones, housing, food, transportation (if living in rural AK).",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000967094674706459,0.00020359133486635983,0.00017421810480300337,0.00015905092004686594,0.0001040510687744245,0.0001018460898194462,0
74,"States rights and white supremacy are not mutually exclusive. The state right that was being defended was the right to enslave black people for fun and profit. Today many states want the right to treat certain members of our nation as 2nd class citizens. For example, men can have what ever kind of healthcare they think they need. Their only limitation is whether or not they can afford the health care they want. Women don't have that right in many states. Another  right that is not the same for all Americans is the right to own guns under the 2nd Amendment. Our white domestic terrorists are allowed to walk around in public armed while black people are killed for the mere suspicion of being armed. The United States are not that united. We clearly don't share the same morality from state to state. The truth is all lives don't matter here. They never have. We will never be united until we make all lives matter.",0,eng,0.16666667,0.16666667,0.16666667,0.0,0.0,0.16666667,0.16666667,0.01718321442604065,0.0016180226812139153,0.0017826359253376722,0.014951479621231556,0.0007214036304503679,0.0008174513350240886,0
75,"Jack Reacher is referring to the Bush/Cheney ""Monkey Court""................
............... When Khadr took the Harper Government to a real court in 2013 he won .
The Harper government already wasted $5,000,000 in lawyer and court costs ............
..................... only to lose defending the indefensible
.................... after kicking the can down the road until after the next election",0,eng,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.016950266435742378,0.0007814599666744471,0.001995112281292677,0.000291671633021906,0.00020015329937450588,0.00013873795978724957,0
76,"The pay gap exists entirely within households. Young single women are now outearning young single men.

When the primary earner comes home to say ""Hey, I just got a raise!"", does the other person say ""Turn that down! You are making the wage gap worse!""

Or, do they say ""Great! Let's buy a new car!""?",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02180621214210987,0.0011730944970622659,0.0005487137823365629,0.0006813181680627167,0.00016121419321279973,0.00012145220534875989,0
77,But there are fewer and fewer of them left.  Remember in January/February how these comment boards were full of Trump supporters defending all of his bad decisions?   Not hearing from them these days.,0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007087194244377315,0.000179013964952901,0.00016653745842631906,0.00014339585322886705,0.00011917020310647786,0.0001120823435485363,0
78,"Alaska currently pays out more and takes less in from oil companies than any time in it's history.  Huge cuts in the oil production tax, not declining oil prices are responsible for the bulk of the deficit.  A fact that very few people understand. If the oil and gas industry paid its fair share the deficit would be 50-75% solved.  A modest progressive income tax would be all we need to fill the gap.  Protect the PFD.  As ownership state shareholders, it's the people's return on their investment that keeps us connected to our great land.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007707876502536237,0.00017272283730562776,0.00017535923689138144,0.0001404256181558594,0.00011767578689614311,0.00010962529631797224,0
79,"""Flying in NATO reinforcements from Germany and Poland, which lie to the south, would be close to suicidal, Maj.-Gen. Neretnieks says, because of Russia’s formidable air force and the presence of long-range anti-aircraft batteries in Russia’s Kaliningrad exclave, which is wedged between Poland and Lithuania.""

I hope someone in NATO has worked out the scenario of invading Kaliningrad to neutralize Russian forces there.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006425820174627006,0.00017074606148526073,0.0001814442075556144,0.0001607699232408777,0.00012844102457165718,0.00012549322855193168,0
80,All of that diversity gets lumped together when you are looking down on it from a throne (or other rent-taking perquisite of whatever description).,0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005964394076727331,0.0001796577707864344,0.00017297748127020895,0.00014433471369557083,0.0001282128068851307,0.0001241867576027289,0
81,"http://www.hawaiisnaturalhigh.com/

Bummer man!  Greg used to shoo me outta his store when I was in high skrewel.  Later, we had some good discussions of great rock bands.  GREG!  Get a job.  Your store is closed!  I'll give you $20 for the Van Halen and Led Zep t-shirts I wanted.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12514455616474152,0.005152703728526831,0.00451924093067646,0.0007104807300493121,0.0004535532498266548,0.00021182555065024644,0
82,It's very easy to justify your hate by saying you share it with the Almighty...,0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011198535561561584,0.0004358652513474226,0.00035727821523323655,0.0003795207303483039,0.00023571607016492635,0.00011335008457535878,0
83,why are comments closed - yet again.,0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010190560715273023,0.00018806837033480406,0.00016848028462845832,0.00014114609803073108,0.00011481341789476573,0.00010364851914346218,0
84,You don't have to watch very hard to see missiles shot over neighbouring countries as NK has done. When did Iran do that exactly?,0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010864317882806063,0.0001787345827324316,0.00017030705930665135,0.00016110847354866564,0.00012755687930621207,0.00010430350812384859,0
85,"not a word about Germany criminalizing free speech on social media this week

WOW

State sponsored media and their thumbs down Globalist  lap dogs around here slopping up Merkel like she's a queen

She's destroyed Europe with immigration
Don't believe go there",0,eng,0.5,0.0,0.0,0.0,0.5,0.1,0.0,0.15941889584064484,0.006001641042530537,0.007259085774421692,0.004958872217684984,0.0009637126931920648,0.0004206806479487568,0
86,I would love to know how Dlamini qualified for this position(nepotism aside) . She isn't fit to be a housemaid!,0,eng,0.16666667,0.0,0.0,0.0,0.0,0.16666667,0.0,0.002889499766752124,0.0003395338135305792,0.00018891233776230365,0.00019120109209325165,0.00010186579311266541,8.860099478624761e-05,0
87,"The Three Stooges -- Trump, Nunes, Ryan!",0,eng,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.011510774493217468,0.000634081952739507,0.0005568701308220625,0.00023383554071187973,0.0001241133431904018,9.454652172280475e-05,0
88,Just select 'hide replies' on the top. G&M had already acted on it. Good.,0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006194798625074327,0.00018120009917765856,0.00018832081696018577,0.0001409178803442046,0.00012404058361425996,0.00012325544958002865,0
89,"I don't know why this subject has been inflated to a cultural issue.  it's really more simple: Eat less and exercise more!  Take responsibility for your own personal dietary decisions.  Don't blame society, the missionaries, and the Foreigners.   I mua!",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024821758270263672,0.0009105305070988834,0.0005414353800006211,0.0003882814780808985,0.00026048702420666814,0.00010723282321123406,0
90,Perps are showing up a lot more often these days. We need laws to reflect current day crimes. Like execute when guilty. No waiting. No mercy as well. This is one of those cases that qualify.,0,eng,0.16666667,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0011255999561399221,0.00018001186253968626,0.00020189907809253782,0.00014771967835258693,0.0001162932239822112,0.00010327874770155177,0
91,"what ??????!!! a false news report, how could that possibly happen",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018140312284231186,0.0005917783128097653,0.000605121604166925,0.0002555121318437159,0.0002161234588129446,0.00010084460518555716,0
92,"That's a terrible argument. Many people besides your parents paid taxes for you to go to school.  Should you pay them back for your education? Seems fair if you're going to say only people with kids should pay school taxes. Amazing that people think only of the ""now"".",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01671326532959938,0.0009056859416887164,0.00040188117418438196,0.000306080502923578,0.00017752274288795888,9.470929944654927e-05,0
93,"This woman fails to address many of the concerns that outsiders have about these events, such as:

1) I note that she speaks only about a son.  Does she have a daughter?  Is she OK that girls are not allowed to participate equally in these school sponsored events?  What about trans-gendered or gay students?  

2) It states: ""The supervising teacher has to read through each sermon before it can be delivered, and my son assures me there is nothing “overly political or extreme.”"".  Well that's nice.  Who is supervising the teacher on this?  (It could be that they are the biggest instigators of controversial rhetoric.)  And does not overtly political or extreme mean that it is somewhat political or extreme?  Is the teacher present to ensure what was prepared is the same sermon that is being delivered?  Would her son admit it if there was nasty rhetoric being preached?  Would all of the various factions within Islam agree to this particular sermon?

Too many unanswered questions for me.",0,eng,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.013303980231285095,0.0008272822014987469,0.00048548891209065914,0.0013662012061104178,0.00018608180107548833,0.00016381952445954084,0
94,"They did not have a choice but currently they did break immigration laws, the Presidents who kept them here and the parents are at fault here.
Fix the law, Obama and Trump gave an oath to uphold the law and should do so. Obama, Bush's and Clinton created a situation where these kids are put in a terrible situation.  They are all to blame and Trump should follow the law as Congress wrote it.
If for no other reason than to prevent this from happening again.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001000426709651947,0.00019246501324232668,0.00017340965860057622,0.0001649199111852795,0.00010932338773272932,0.00010686023597372696,0
95,"I don't blame the NDP for not rolling out subsidized daycare in their first year.  

Can we even afford to provide cheap daycare, based on reported income, when increasingly so many in metro Vancouver are choosing not to report money for taxation purposes?

Problems abound in Quebec.  

Per a recent G+M report:  ""Quebec's public daycares are plagued by long waiting lists. Typically, well-off parents have learned how to game the system to snag limited spots, often to the detriment of less well-connected low-income families.""

Only 35% of kids are looked after in the coveted  public system - the rest utilize the same  family setting daycares that are so prevalent here in BC.

The study concludes that the daycare system in Quebec  is simply too expensive for what it delivers.

The NDP needs to get this right, or this will be the fast ferry that sinks the NDP's chance of a second term.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012055482948198915,0.0002121942670783028,0.00016979791689664125,0.00016591756138950586,0.00010535288311075419,9.910234803101048e-05,0
96,"Sadly, May and the Conservatives will bulldoze all opposition. The UK is in a bad way, largely because of Cameron and Farish, and things are going to get far worse as May gets free licence to destroy the place.",0,eng,0.16666667,0.0,0.0,0.0,0.0,0.16666667,0.0,0.04961726814508438,0.0014090649783611298,0.0009335076319985092,0.0020801767241209745,0.0016937492182478309,0.0003097756707575172,0
97,"When traveling in County Donegal, Ireland a few years ago, we saw peat bogs being harvested - turf farming - for fuel.  The locals told us that UNESCO had declared it 'illegal', but they said they didn't care.  Actually, they did care - they were mad as hell that UNESCO assumed they had the right to declare their private property as 'biosphere preserves'.
And then there is Venice, which is a UNESCO World Heritage site. Venice can't afford to repair its structures that have decayed due to pollution, because UNESCO insists they use original materials - which was marble mined in Croatia, which is far more expensive than Italian  marble that could be used.  The UNESCO bureaucrats won't back down on this, so Venice just continues to rot in place.

It's not just pretentious Americans - it's pretentious One World bureaucrats .. UNESCO may have been a good idea, but it's become a double-edged sword for many countries.  They like the 'Heritage' designations, they hate the bureaucracy.",0,eng,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0016709896735846996,0.0002258679160149768,0.000286157795926556,0.0001603651326149702,0.00010460201156092808,0.00010595768981147557,0
98,"I am proud to see Canada pick this brave woman for our $10 bill. I would like to suggest Louise d""Epinay for our next redesigned bill. She was French but the heritage of modern democracy has roots outside our borders. Louise d'Epinay was one of the great women of the Enlightenment. 

Louise d'Epinay  hosted an enlightened salon and was partner of Melchoir Grimm. She offered  J.J Rousseau a cottage on her estate as his home. Most of all she wrote numerous books and wrote many famous letters to the Abbe Galiani expressing many of the values we now identify and aspire to. 

Her writings expressed more enlightened views than those of J.J Rousseau and we owe her more recognition for the pioneering work she did in championing the rights and freedoms we enjoy.",0,eng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006632177392020822,0.00018279800133313984,0.00016964838141575456,0.00016076886095106602,0.00013755910913459957,0.0001254807721124962,0
99,"Donald wants to 'own ' the free press.  When he gets push back it's more bleating about it being unfair to Donald.   Poor little Donald.  In other words he's always mad at Media because they don't bow to him.     Come one Motley, what kind of leadership tries to control, even intimidate the press?  You want to put the power of the Presidency in this guy's hands?    (His own party members have called him out more bluntly than most.   SUE EM')

I believe Britain works from a 'guilty until proven innocent' assumption.   That may make a difference.   Either way it does not seen to have changed the character of the press much.   

politics",0,eng,0.16666667,0.0,0.0,0.0,0.16666667,0.0,0.0,0.32565009593963623,0.06499329209327698,0.22001950442790985,0.010493027977645397,0.001420089858584106,0.003145125461742282,0
100,"Our oils read;  President IS taking different tactics to deal with a corrupt malignant, hipoctitical , one way press!
Idiots forget what witnessed them doing during the last election process.",1,eng,0.8518519,0.018518519,0.2037037,0.0,0.7962963,0.0,0.0,0.8582345247268677,0.5682929754257202,0.13520288467407227,0.022897999733686447,0.0007250821217894554,0.003502656240016222,1
101,The profoundly stupid have spoken.,1,eng,0.87931037,0.0,0.22413793,0.0,0.8448276,0.0,0.0,0.848591685295105,0.6125616431236267,0.2976369857788086,0.006532939616590738,0.0005857816431671381,0.004983849357813597,1
102,The ignorance and bigotry comes from your post!,1,eng,0.8,0.0,0.0,0.0,0.7,0.0,0.0,0.5994863510131836,0.05762592703104019,0.00565411988645792,0.00334342778660357,0.000725841149687767,0.000437311886344105,1
103,"An ""abject lesson"" is a lesson that is painful or humiliating.  ""Object"" on the other hand is a noun--it is not even an adjective, it is not a descriptor of any kind per se.  It is entertaining though, to see a semi-literate boob getting advice from another semi-literate boob.",1,eng,0.7,0.0,0.0,0.0,0.7,0.1,0.0,0.24896588921546936,0.046733494848012924,0.03186161071062088,0.0010731728980317712,0.0003305347345303744,0.000583722023293376,0
104,"Right on the money Gary Crum. And if they hide behind the anonymity of masks and the mob, they're cowards to boot.",1,eng,0.8333333,0.0,0.0,0.0,0.8333333,0.0,0.0,0.7014135122299194,0.28488361835479736,0.03269003704190254,0.05946723371744156,0.001672291662544012,0.0023551189806312323,1
105,"Hey Dallas, Don't let the Iditarod get the best of you.  Do the 2018 race.  Yes, the ITC is a bunch of malicious idiots.  But they will all retire/die soon, long before your career is even half over.  They can't charge you with anything because of the way the rules are for 2017 (the ITC has to prove intent, but they can't).  So get back to training your dogs, win the 2018 race ... and give the senile geezers of the ITC the finger.",1,eng,0.671875,0.046875,0.140625,0.046875,0.640625,0.03125,0.0,0.8209860324859619,0.2936059832572937,0.06924261152744293,0.037862278521060944,0.06626474112272263,0.006911646109074354,1
106,I can't believe this country was so stupid.. -totally dumbstruck- you get what you get and don't throw a fit!,1,eng,0.890625,0.0,0.265625,0.0,0.859375,0.140625,0.0,0.9630204439163208,0.7761236429214478,0.35379713773727417,0.16819413006305695,0.003482879837974906,0.015595811419188976,1
107,Somebody needs to dig up the Peterson's back yard!  What other evil deeds did Monster Mom hide to protect her killer sons?  Lock her up too.,1,eng,0.55714285,0.014285714,0.057142857,0.2,0.47142857,0.0,0.028571429,0.6569001078605652,0.021866116672754288,0.009819775819778442,0.008673914708197117,0.04890349507331848,0.002513975603505969,1
108,"Only in America can you get 25 likes for admitting you are pathetic. But seriously financial destitution is a pretty common thing in a state where booms and busts happen with great regularity. The weird thing is an occasional bust might not be such a bad thing, If Alaska became the ""Land of Milk and Honey""
everyone would want to live here. A huge influx of people would slowly destroy the wilderness that keeps many of us here. But perhaps more importantly with the pressures bust's produce comes innovation and a role up your sleeves attitude which often leads to prosperity of the soul if not the pocketbook. The pathetic thing is when people get too comfortable they get lazy and complacent. This can happen to individuals and even to the things humans create like pipelines, legislative bodies or permanent funds. We live in chaotic times but we might end up better for it with some time out to think.",1,eng,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.3360453248023987,0.1278524398803711,0.009262943640351295,0.0034466327633708715,0.00045399987720884383,0.00046464111073873937,0
109,"""Just saw headlines on a couple of sites where Pres. Elect Trump is saying again that the election was rigged and that he would otherwise have also won the popular vote.""

I saw those stories as well. I've come across sore losers before, but Trump seems to be a sore winner.",1,eng,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.010000905953347683,0.0008600836736150086,0.0005065975128673017,0.00028584201936610043,0.00011429074947955087,0.00010575711348792538,0
110,"Who cares?  In all seriousness she, as with all Trudeau ministers , will be shuffled. Why? Simple, they're inexperienced in the field and well.... useless in every sense of the term. How can anyone think a lawyer would make a good environmental minster. In the end we the taxpayer have to deal with the mistakes of these incompetents.",1,eng,0.7,0.0,0.1,0.0,0.4,0.0,0.0,0.0276335421949625,0.0015357263619080186,0.000581202155444771,0.0004319620202295482,0.00016817855066619813,0.00010807975195348263,0
111,"If a News person dies for ratings are we suppose to cry or cheer ?
Get away from the storm you idiots!!!!!!!!!!!",1,eng,0.86,0.02,0.12,0.06,0.84,0.0,0.0,0.9788247346878052,0.8112497329711914,0.3470836579799652,0.017251167446374893,0.039227988570928574,0.0255024004727602,1
112,"You know? I've been listening to your silliness for a couple of years. All of your buzz-words; ""beak dipping"" ""Kool-aid"" and I haven't heard anything of substance. When was the last time YOU made a decision that benefitted some people and had the possibility of harming others? When was the last time you actually did anything? Did you even go out and run this morning? Did you say ""Hi"" to your neighbor? Think not. You were up at 0100 waiting to spew venom. Suggestion: Try getting a real life.",1,eng,0.6,0.0,0.0,0.0,0.5,0.0,0.0,0.2971598207950592,0.03822318837046623,0.0052221124060451984,0.0010644722497090697,0.0006153209251351655,0.0002748857077676803,0
113,Trump doesn't need no damn intelligence...he's already smart!  Said so himself.,1,eng,0.7714286,0.014285714,0.8,0.0,0.3857143,0.014285714,0.0,0.2329363375902176,0.015610038302838802,0.1794026792049408,0.0010106753325089812,0.0005642117466777563,0.0011734918225556612,0
114,"Michael T,
Most people accept and ask for forgiveness without blaming  someone else for their wrong doing.
Don't you think it is so untruthful/cowardice of Catholic clergies and their aids always blame someone else for their sins or point to others wrong doing instead?
   
""Let us hope that a reorganized SNAP or some new org of another name emerges that will work for the good of victims and be helpful to the Church in addressing the problems. Must not be angry all the time.""
 
Sure what to be angry all the time for, it just the clergies raped children, ruins children's/their families' lives or children kill themselves! Every parent knows instantly what to do with the rapist! Why is it that CI clergy claim that they do not know what to do?  Is it really a sane person to pass the rapist around and around for thirty years to you?",1,eng,0.6,0.1,0.0,0.0,0.5,0.4,0.3,0.024830542504787445,0.0012133463751524687,0.0005827419809065759,0.002084486884996295,0.0003428847703617066,0.00018178363097831607,0
115,"Sounds more like the Antifascists are the real fascists...hey Antifa, have you suppressed opposing speech yet today? Attacked those you disagree with? Burned any buildings or cars?Those fools are so stupid they actually think they are espousing Americans traits...

Definition of fascism 1 often capitalized : a political philosophy, movement, or regime (such as that of the Fascisti) that exalts nation and often race above the individual and that stands for a centralized autocratic government headed by a dictatorial leader, severe economic and social regimentation, and forcible suppression of opposition",1,eng,0.64788735,0.028169014,0.08450704,0.014084507,0.6619718,0.15492958,0.0,0.8690788745880127,0.5273535847663879,0.1511898785829544,0.16719047725200653,0.003681080648675561,0.00799732469022274,1
116,"Lying slut slut slut, wants money now",1,eng,0.85714287,0.27142859,0.82857144,0.028571429,0.82857144,0.08571429,0.17142858,0.9971121549606323,0.9703134298324585,0.981094479560852,0.233413428068161,0.0049925255589187145,0.3403245508670807,1
117,"Dictionary definition:  Militia 1.(a) org., any military force...
Either you are too ignorant or stupid to read the first dictionary definition.  The only ""Well-regulated Militia"" legally existing in the U.S. is those under the Department of Defense.  Your definition only applies to those white supremacist private militia created by your fellow racists and bigots under Posse Comitatus idiocy roaming the nation to intimidate government employees and scared citizens.  The current examples sitting in jail in Oregon.  A ""Well-regulated Militia"" has been in existence for most of the history of the nation without any need for civilian weaponry to defend it.  The only need for civilian weapons is for hunting or protection; therefore all should be licensed and registered with full background checks before ownership like any other threat to other citizens in the wrong hands.",1,eng,0.6,0.0,0.0,0.0,0.6,0.2,0.0,0.5770165920257568,0.3029608428478241,0.1033928319811821,0.11352965235710144,0.003193704877048731,0.005375242326408625,1
118,"""hadn't been out hunting it..."" he said!
but he was at a far enough distance away  that he couldn't identify it, so the first thing that entered his feeble mind was...
                          KILL IT!!!!
why was he carrying a rifle large enough to kill a buffalo? afraid of bear? they are asleep.
why did he shoot it from a distance that he couldn't tell what he was shooting at? why did he shoot at all? if he is so ignorant to do something like this, he probably would have taken a shot at a human being also.",1,eng,0.6375,0.025,0.025,0.375,0.45,0.0,0.0,0.20669913291931152,0.015512966550886631,0.004658162128180265,0.003349847160279751,0.0028969391714781523,0.0004655717930290848,0
119,Well its official  51 vs 49.  Yea!  Victory Victory is our cry!  Dumb republicans. Shame they didn't just support single pay health care.  Well maybe now they will.  lololol,1,eng,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8186852931976318,0.25550246238708496,0.09500856697559357,0.27474766969680786,0.004234188701957464,0.0070491512306034565,1
120,"It's great that their community can preserve something important to them.  The one issue I'd take up with the author is with his repeated reference to lack of government support:
""Despite virtually no government support for our language""
""Governments have not considered our language worth supporting""
It's not the government's role to preserve someone's culture.  Silly assumption.",1,eng,0.6,0.0,0.0,0.0,0.6,0.1,0.0,0.007015245966613293,0.0004621674888767302,0.00041868488187901676,0.00020467468129936606,0.00012615334708243608,9.58751406869851e-05,0
121,"More baloney.  WA Post reported emails of Manafort turning down efforts regarding Russia. AND, there is nothing wrong with any candidate having contact with a foreign leader.  Last, there is no way Putin himself would have been involved in any ""collusion"" directly.  Like saying Don Corleone was going to directly rub out someone.",1,eng,0.6,0.0,0.0,0.0,0.6,0.1,0.0,0.0009856659453362226,0.00017999246483668685,0.00018907994672190398,0.00014832404849585146,0.00010326811025151983,0.00010250246850773692,0
122,"Workaholic ... you mean the Pres who takes of every weekend and goes golfing. Lol - what a sick joke that is. So far his biggest job has been throwing rolls of paper towels at Puerto Ricans .

And when he's not on the golf course he spends most of his time on the porcelain throne tweeting out idiot comments.",1,eng,0.6805556,0.013888889,0.11111111,0.0,0.6527778,0.083333336,0.0,0.7202897071838379,0.35131046175956726,0.11907301098108292,0.04742754250764847,0.001212488510645926,0.003707386553287506,1
123,"yep , always someone elses fault . Yet another hateful bully racist . Why dont you go crawl under a rock ?",1,eng,0.61290324,0.016129032,0.048387095,0.016129032,0.5645161,0.14516129,0.0,0.9566026926040649,0.6014534831047058,0.10693127661943436,0.12774401903152466,0.007075707893818617,0.007568067871034145,1
124,Not to mention indiscriminate barrel bombing women and children. Assad is a butcher with no morals.,1,eng,0.6,0.0,0.0,0.1,0.6,0.1,0.0,0.8196681141853333,0.22650332748889923,0.08310409635305405,0.14716576039791107,0.006665665656328201,0.005790660623461008,1
125,The Chinese aren't stupid enough to believe anything that comes out of his mouth...in any language.,1,eng,0.82857144,0.042857144,0.114285715,0.0,0.7714286,0.54285717,0.0,0.8193154335021973,0.28920120000839233,0.17139843106269836,0.3995341658592224,0.006408316548913717,0.012536570429801941,1
126,"C:  Yeah, this issue is about Anchorage, not the federal government.  Apparently you don't understand the difference.  You have no idea who anyone voted for but that doesn't stop your inane rantings.  You need to get a life.",1,eng,0.6,0.0,0.1,0.0,0.6,0.0,0.0,0.38234570622444153,0.047049880027770996,0.0036143818870186806,0.0012288844445720315,0.0006906210910528898,0.0002767285332083702,0
127,"The mom is a scumbag, I remember thinking that after her comments on her other sons murder charges. Lock her up with the rest of the degenerates!",1,eng,0.825,0.0875,0.1625,0.2375,0.825,0.0375,0.0125,0.9497485756874084,0.8406320214271545,0.4917738139629364,0.06539766490459442,0.0034296661615371704,0.018349524587392807,1
128,WTF is hamilton smoking? He needs some mindless words from willams to inspire him? The problem with the internet is reportig non news like williams baby and hamilton is a moron,1,eng,0.8055556,0.06944445,0.375,0.0,0.7777778,0.013888889,0.0,0.8190354108810425,0.54901123046875,0.5799703598022461,0.03748641163110733,0.0017952227499336004,0.012849127873778343,1
129,"Unfortunately, Putin is far from stupid. Two stupid people working together might be safer - at least they could be controlled by their party handlers. One incredibly shrewd and absolutely unscrupulous actor (Putin was high up in the KGB, remember - those people weren't stupid) manipulating the other like a cheap marionette is a recipe for danger. It reminds me of nothing as much as the relationship between a certain German leader of the previous century and his unwitting Italian accomplice.",1,eng,0.75757575,0.060606062,0.09090909,0.015151516,0.77272725,0.060606062,0.0,0.6629822254180908,0.3917273283004761,0.12430310249328613,0.026664916425943375,0.0011076914379373193,0.003411710262298584,1
130,"He wanted to start a family in Syria but he's not Syrian. 

In other words he wanted to be a Islamist colonialist settler, establish an Islamic state or caliphate in Syria, steal land and property from Syrians and kick the Syrians out of their own country or else kill them.

The Syrian people did not invite these Islamist terrorist scum into their country.

Good thing this piece of garbage is history as far as I am concerned.",1,eng,0.5945946,0.067567565,0.0945946,0.2027027,0.5675676,0.47297296,0.0,0.8719373345375061,0.5250985026359558,0.5935564041137695,0.3564602732658386,0.04050792381167412,0.044450365006923676,1
131,"At this point I am not convinced anything could stick on him.

The man could get caught having sex with a goat and blow it off and no one would care.

Except the goat....",1,eng,0.6375,0.05,0.175,0.125,0.15,0.0125,0.5875,0.890177309513092,0.3783787190914154,0.475930392742157,0.01902649737894535,0.002201360184699297,0.008251660503447056,1
132,"Trump is a smuck, should be fired. in the first 3 days
new news Trump to hire his own news team, which we will have to trust. Called RT-Trump.",1,eng,0.6,0.0,0.0,0.0,0.7,0.0,0.0,0.48735421895980835,0.2329747974872589,0.10027507692575455,0.00822372455149889,0.0008693880517967045,0.0017680275486782193,0
133,This article is pure rubbish.,1,eng,0.76,0.0,0.06666667,0.0,0.61333334,0.0,0.0,0.9368284940719604,0.16947895288467407,0.19982323050498962,0.0030546642374247313,0.0009107379009947181,0.0032813167199492455,1
134,"So, this would be the alternative to the nuclear deal dressed up as a pigs ear?  

Oops, sorry, silk purse...",1,eng,0.6,0.0,0.1,0.1,0.5,0.0,0.0,0.01575133390724659,0.0007066711550578475,0.0007291825604625046,0.0002469805476721376,0.00013947706611361355,9.823765867622569e-05,0
135,We need to knock the hell out of ISIS.,1,eng,0.57894737,0.039473683,0.10526316,0.47368422,0.17105263,0.18421052,0.013157895,0.8724976181983948,0.044940680265426636,0.06187356635928154,0.013392256572842598,0.5673794746398926,0.030751610174775124,1
136,"You know, honestly many are just loosing hope anymore. This hateful group of cowards are successfully destroying the United States. Look at how many likes he got for suggesting such a thing. They don't think about wether it's the right person, the right to a defense etc.. They are like a bunch of junk yard dogs. It's almost amusing how Trump manipulated them to gain power isn't it? These people have no thought process in regard to their condemnation. I guess the Middle East won after all because these idiots gave them their way. Divide and conquer is easily done with the stupid, manipulated and afraid. Trust this, that lot will be the first ones to bend over and give Hitler their guns when asked lol!",1,eng,0.6184211,0.013157895,0.14473684,0.013157895,0.6447368,0.039473683,0.0,0.5987673401832581,0.3048245310783386,0.05393276736140251,0.0504731684923172,0.002164563862606883,0.0027304512914270163,1
137,"Serafim Saovskii, your hatred of Jews has evolved over time in its manifestations and disguises and one can see all three forms in abundance here. Read some history and maybe you'll understand a thing or two about reality. Your antisemitism is disgusting.",1,eng,0.67142856,0.042857144,0.014285714,0.0,0.6142857,0.24285714,0.0,0.6219620108604431,0.04374823719263077,0.009756786748766899,0.14574696123600006,0.0035503895487636328,0.0021690423600375652,1
